Mata Pelajaran,Soal,Jawaban,Skor,Keterangan
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Membantu teman, menjaga kebersihan kelas, disiplin waktu",10,Jawaban Kunci
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Lingkungan harmonis, saling tolong menolong, karakter positif.",10,Jawaban Kunci
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Cabang keimanan yang mencakup amalan lahir dan batin,10,Jawaban Kunci
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"Jujur, amanah, sabar, menepati janji, berbuat baik",10,Jawaban Kunci
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"Meningkatkan akhlak, memperkuat iman, membentuk karakter.",10,Jawaban Kunci
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Sifat tercela yang dilarang dalam Islam,10,Jawaban Kunci
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong, iri hati, berbohong",10,Jawaban Kunci
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","Merusak hubungan, menghilangkan kepercayaan, menimbulkan kebencian",10,Jawaban Kunci
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",Fastabiqul Khoirot meningkatkan budaya saling membantu dan disiplin.,10,Jawaban Kunci
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"fastabiqul khairat ialah berlomba-lomba dalam kebaikan, perintah ini penting karna adanya berlomba dalam kebaikan kita berusaha semampu kita mendapatkan yg terbaik contohnya, kita beribadah, hafalan, dsb.",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"ketika ujian, saat kumandang adza, melaksanakan sholat",0,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",dampak positif nya ialah mereka mau berusaha dan berlomba dalam kebaikan untuk meningkatkan kualitas uman dan kebiasaan yg baik,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Syu'abul artinya cabang-cabang dan iman adalah keyakinan. Makna / arti dari syu'abul iman ialah cabang-cabangnya dari iman,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"jujur, bersedekah, amanah, sholat, berbakti pada org tua. Sholat: tidak menunda-nunda dan menjalankan sunahnya",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,karna jika kita mengetahui syu'abul iman kita bisa meningkatkan keamanan kita dan membenahi sampai sempurnanya keimanan,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"akhlak mazmumah adalah akhlak tercela/tidak baik. Seperti iri, riya', takabbur dll.",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"riya : memamerkan saat bersadaqah di take vidio kemudian di up di sosmed, Iri : ketika teman memiliki barang / sesuatu baru yang bagus dan kamu iri dengki, sombong: menyombongkan diri ketika mendapat juara kelas",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karna bisa saja terjadi pertukaran / perselisihan diantara remaja seperti kita, gampang timbulnya fitnah dan hoax dimana-mana",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","akhlak mazmumah : karna sebaik baiknya orang akan hilang kebaikannya jika ditutupi oleh 1 kesalahan, tanpa mereka berfikir akan butuhnya mereka, dan menyombongkan diri atas apa yang diperoleh. Cara memperbaiki akhlak mazmumah tsb adalah kita saling terbuka, saling mengapresiasi dan saling bertukar cerita agar tidak ada kesan ""sombong"" diantaranya. karna dari sifat sombong tsb bisa menimbulkan perkara permasalahan diantara kita",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,beriman dan berbuat kebaikan berlomba lomba lah dalam hal kebaikan,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,membuang Sampah pada tempatnya membersihkan halaman Sekolah mendengarkan guru saat  guru menerangkan,10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",insyaallah akan menimbulkan ketentraman dan akan mendapatkan pahala serta dosa dosa akan diampuni dan akan jauh dari kata maksiat,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"cabang cabang iman, kepercayaan kepada allah",5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"a'mam bi'arkan Qaulun bi lisan, Qaulun bi Qalbi",0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,karena dengan Syuabul iman manusia akan berubah menjadi orang baik,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Akhlak mazmumah adalah akhlak (Tercela) buruk akhlak ini harus dihindari oleh muslin karena akhlak ini akhlak buruk,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"membuang sampah sembarangan, melawan orang tua, menghina orang kesusahan",5,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","akan sangat bahaya jika dibiarkan karena merusak akhlak manusia, manusia akan jadi sombong iri tidak punya kesopanan",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",Rastabiqul Khoirot adalah berbuat kebaikan,0,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Makna fastabiqul khairat adalah kebaikan, yang dimaksud kebaikan adalah orang-orang yg melakukan kebaikan akan mendapatkan suatu kaidah dari Allah dan kita harus melakukannya",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Menolong Teman yg membutuhkan / Teman susah, Menjenguk teman yg sakit, Ikut serta dalam kegiatan amal untuk orang yg mengalami  musibah",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",dampaknya ialah dia Menjadi lebih Menolong orang yang membutuhkan dan dia Menjadi lebih baik dan menjauhi larangan Allah dan dia belajar mengenai berbuat baik dan menolong orang yang membutuhkan,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"Yang di maksud Syuabul iman adalah ""cabang/bagian"" Sedangkan iman ""kepercayaan"". Jadi artinya ialah Cabang kepercayaan seorang muslim",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"jujur, berbakti kpd orang tua, beriman",0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,karena di dalam syuabul iman terdapat kewajiban seseorang Muslim yg harus dikerjakan tanpa terkecuali agar kita dapat menjadi seorang muslim yg baik,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Akhlaq Mazmumah adalah akhlak tercela yang tidak boleh kita pendam dalam hati kita karena  Akhlaq Mazmumah sangat tidak disukai oleh kalangan umat muslim,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong, iri, suka berbohong. Contoh Sombong (Memamerkan suatu barang mahal), Iri (iri terhadap seseorang yang hodupnya enak), berbohong (terhadap orang tua soal hal memukul adek)",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",karena jika dibiarkan lama-kelamaan akan menjadi terbiasa Melakukan suatu prilaku yang dilarang tersebut jadi kita harus belajar unuk tidak melakukannya / Menjauhi orang yg memiliki sifat tersebut,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Akhlaq Mazmumah (Dengan cara kita harus menjauhi akhlaq tercela Seperti Sombong, Iri dan sbg kita harus menjauhinya, dan kita harus memberi tahu teman kita yg melakukan akhlaq Mazmumah agar tidak melakukannya agar terjauh dari sifat tersebut kita harus belajar",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Maknanya berlomba lomba dalam kebaikan, penting karena agar dapat menciptakan rasa kebersamaan, kerukunan dan tolong menolong sesama muslim",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Berbagi ilmu kecuali saat ujian, membantu teman saat piket sendiri, menolong teman saat kesusahan",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Dapat menciptakan kerukunan, tolong menolong, dan tentram",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"Syuabul artinya cabang / bagian, iman artinya keyakinan/kepercayaan, yaitu cabang cabang iman yang berkaitan dg hati, lisan dan anggota badan",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"iman kepada allah, berdoa, sholat 5 waktu, iman kpd kitab allah, dan berdzikir. Makna dari berdzikir yaitu jika mengamalkannya akan mendapatkan pahala",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,Agar dapat menjadi lebih baik dari sebelumnya,0,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"Pola pikir, tindakan dan perilaku tidak  baik seperti, foya-foya,riya', sum'ah, takabbur, dan hasat",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"foya-foya yaitu boros dengan harta, riya' yaitu memperlihatkan amalan/ibadahnya disosmed agar mendapatkan pujian dari orang lain, sum'ah yaitu memperdengarkan amalan/ ibadahnya kepada seseorang agar mendapatkan pujian/sanjungan",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Jika dibiarkan maka akan muncul pertengkaran dan hilangnya kebersamaan / kerukunan,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul khoirot yaitu berlomba lomba dalam kebaikan agar dpt menciptakan rasa kebersamaan, kerukunan, dan saling tolong menolong",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabiqul khoirot adalah berlomba-lomba dalam kebaikan, karena kebaikan Ini menjadi Sumber kerukunan ataupun Ketenangan dan juga Kita mendpatkan Pahala ",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Saling membantu Satu Sama Lain, mengerjakan tugas, mengajari teman yg kesulitan dlm mengerjakan / dlm memahami Pelajaran",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Kehidupan di masyarakat menjadi tenang, tentram dan Rukun",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Syuabul Iman adalah Cabang Cabang Iman,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"ma'riful bi qolbi, Kaulum bilisan, a'malun biarkan, Kaulun bilisan yaitu Perilaku dalam lisan (berbicara)",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,KarenaSyuabul Iman ini mengajarkan bagaimana kehidupan ataupun Prilaku yg baik yg bisa kita terapkan dlm kehidupan Sehari-hari dan menjadikan hidup yg berkualitas,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Akhlak mazmumah adalah akhlak akhlak tercela yg harus kita hindari,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong, Iri dan Suka berbohong. Contoh prilakunya Seorag remaja Habis beli Hp dan dia ini pamer ke teman temanya Setelah itu temannya iri, dari Cintoh sikap ini atau prilaku diatas sudah ada 2 sikap dari akhlak Mazmumah yaitu Sombong dan Iri",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Karena bisa terjadi ketidak rukunan antara teman dan jika Sikap sikap atau Sifat tersebut diteruskan makan ada dampaknya dan akan adanya Ke iri irian antara teman tersebut Sebaiknya kita menghindari Sifat sifat tersebut,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul Khoirot (berlomba-lomba dlm kebaikan), yaitu Selalu melakukan kebaikan maka suasana dan karakter Siswa akan menjadi baik dan Selalu damai rukun satu Sama lain, kebaikan juga harus diterapkan dlm sehari hari agar mudah diterapkan bagi siswa",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabiqul khoirot adalah erlomba-lomba dalam mencari kebaikan artinya kita mencari kebaikan yang mendapatkan pahala dan rida allah danmengapa ini penting, karena kita harus berbuat baik kepada sesama agar mendapat pahala",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Piket kelas, mengerjjakan tugas, memberi salam kepada guru",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","mereka menjadi memiliki kebiasaan baik dan membawa dampak Positif bagi masyarakat dan diri mereka sendiri, selalu ber inisiatif untuk membantu masyarakat",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,adalah cabang-cabang iman yang berjumlah 77,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"ma'rifatun biqolbi, qoulun billisan, A'malun biarkan, ma'rifatun biqolbi yang berkaitan dengan hati, Qoulun bil lisan yang berkaitan dengan perkataan/lisan kita, A'malun biarkan Yaitu yang berkaitan dengan amalan Perbuatan yang kita contohkan",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"karena di Syu'abul iman kita mengetahui, memahami dan melakukan dari masing-masing pengertian cabang-cabang iman yang membuat sadar akan kebaikan, perkataan, dan niat yang kita lakukan",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"Akhlak mazmumah adalah akhlak yang tercela, Perbuatan yang tidak disukai oleh allah yang membuat dosa dan diri kita akan rugi dengan perbuatan tersebut",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"iri, sombong, riya. Contoh : aldi habis sedekah kepada masjid sebesar  1 miliar setelah itu aldi pulang bertemu teman-teman nya dia menceritakan dengan berniat riya' karena dia habis menyumbangkan hartanya kepada masjid. (Riya adalah sesuatu yang telah kita lakukan dan kita bicarakan kepada orang lain)",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena kan membuat dampak negatif, kebiasaan buruk akan perilaku tercela seperti itu dan akan menambah banyak dosa",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","akhlak mazmumah adalah akhlak tercela masing-masing siswa pasti memiliki akhlak yang tercela yaitu seperti sombong, iri, dengki, berbohong dll. Semua itu jika tidak dirubah maka akan membawa pengaruh buruk kepada mereka, maka dengan seperti itu kita harus memilki kebiasaan baik dengan merubah sikap kita, cara berbicara  kita dan perilaku kita agar membawa dampak yang positif  dan nyaman bagi kita, lingkungan dan masyarakat",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,berlomba lomba dalam kebaikan,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"jika ada temanya yang tdk bisa maka kita berlomba-lomba membantu teman kita, tidak boleh kita berlomba-lomba dalam keburukan, kita harus berlomba lomba dalam mencapai nilai ujian",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?",dampaknya adalah jika di masyarakat kita harus berlomba-lomba dalam kebaikan dan dampaknya adalah masyarakat Para remaja itu akan Sadar Sendirinya dan orang tua tdk akan mengingatkan lagi,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Syu'abul iman adalah membantu orang orang muslim untuk memperbaiki kualitas hidupnya menjadi lebih baik,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"iman kpd allah (yaitu kita harus mematuhi dan menjalankan perintah allah, iman malaikat (yaitu kita harus mematuhi dan menjalankan perintah allah), ima kitab (kita harus menjaga kitab-kitab yg diberikan kpd kita), iman rosululah, iman hari akhir",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,ksrena syuabul iman mengarahkan kpd orang-orang muslim ke jalan yang benar,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,ahlaq mazmumah adalah ahlaq yang tercela ahlaq yang tdk boleh ditiru,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"iri kepada orang lain: Contohnya iri sama temen yang banyak temannya, sombong: contonya pamer habis beli barang barang yang baru, dengki : itu tdk boleh ya temen temen, berbohong : berbohong sama orang tua / guru itu tidak patut di tiru",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena ahlaq mazmumah itu ahlaq yang buruk dan sikap dibiarkan anak anak / orang remaja itu berani sama orang yang lebih tua, tidak patut ditiru",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",akhlaq mazmumah : penerapannya adalah kita harus mengingatkan satu sama lain bahwa akhlaq mazmuah itu tidak pantas di contoh karena ahlak mazmumah adalah ahlaq yang tercela ,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,Berlomba - lomba dalam kebaikan karena berlomba-lomba dlm kebaikan bisa menata hidup Seseorang lebih baik,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"mengerjakan Tugas, membantu teman jika kesulitan, Tidak mencontek, Jujur.",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","menjadi orang yg lebih baik/mempunyai kebiasaan yg baik, kepribadian bagus",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,syu'abul Iman yaitu cabang cabang iman,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"ma'rifatun bi qalbi yaitu beriman dg hati, qaulun bi lisan yaitu berbicara yg baik, ma'rifatun bi qalbi yaitu beriman dg hati",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"Karena Syu'abul iman menerangkan Cara berperilaku yang baik, berbicara yg baik",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,akhlak mazmumah yaitu akhlak tercela atau perilaku buruk,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong, iri, pamer",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Karena itu Perilaku buruk yg tidak boleh di lakukan jika di biarkan akan berbahaya karena Perbuatan itu Sesuatu yg di larang agama,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",Fastabiqul kharat yaitu berlomba dlm kebaikan karena siswa harus memunyai Prasaan seperti itu,5,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"berlomba-lomba dalam hal kebaikan, karena untuk saling tolong menolong sesama manusia / peduli",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membersihkan Lingkungan sekolah, merebutkan perintah guru untuk membaca al - quran, mengerjakan tugas dengan cepat",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Menjadi lebih tentram dan rukun, karna tidak ada pertengkaran yang menimbulkan kerugian bagi masyarakat",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,syu'abul iman adalah seorang muslim yg membantu memperbaiki kehidupanna dengan baik,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"tidak suka mencontek, mengerjakan sesuatu dengan cepat, membaca al-quran, membayar zakat, mengerjakan lingkungan dengna bersih",0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,karena syu'abul iman menjelaskan cara,0,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,orang yang suka menyombongkan diri / mempunyai barang barang yg lebih,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong karna kepintaranya, sombong dgn uang saku, sombong degan apa yang ia punya",0,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena jika dibiarkan lama-lama tambah sombong, dan suka berbohong maka kita harus belajar untuk menghindari itu",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul khoirot : membantu siswa-siswi yg awalnya malas-malasan menjadi tidak malas, dan suka mengerjakan apa apa dengan cepat, tidak menunda nunda, tidak mencotek",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,fastabiqul khoirut berlomba-lomba dalam kebaikan karena perintah berlomba-lomba dalam hal kebaikan itu penting dalam kehidupan seorang muslim karena kita harus berlomba lomba ke dalam hal kebaikan seperti berlomba lomba menolong teman yang kesusahan,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membantu teman yg jatuh, menuntut ilmu & rajin belajar, membantu guru membawakan buku ke kelas",10,Jawaban Siswa
