username,sentence,food_quality,price,service,ambiance,portion
"Diana, The Globetrotting Detective",saya memesan es kopi latte seharga 12.000 rupiah. rasanya lezat dan pelayanannya baik.,positive,neutral,positive,neutral,neutral
Ravindra Faizal,senang bersantai,neutral,neutral,neutral,neutral,neutral
Verena L.,"kopi nikmat, tempat duduk asyik!",positive,neutral,neutral,neutral,neutral
farhan 241,rasa kopi sudut datar untuk kopitiam,neutral,neutral,neutral,neutral,neutral
Laury Rousseau,"tempat yang luar biasa untuk minum kopi dan juga untuk makanan jika anda menginap di sekitar sana, saya sangat menyukainya!",neutral,neutral,neutral,neutral,neutral
Arthur R.,"tempat yang cocok untuk sarapan, makan siang, atau makan malam. makanannya lezat. jangan lewatkan tempat ini di banyuwangi!",positive,neutral,neutral,positive,neutral
Kai Wolf,es kopi terbaik yang kami punya di banyuwangi. staf yang sangat ramah dan makanan super lezat dengan harga bagus. 100 merekomendasikan.,positive,positive,positive,positive,neutral
Irene Bergosa,gaya peranakan dan makanannya enakkkkkkkk,positive,neutral,neutral,neutral,neutral
M. Kress,harga murah untuk varian ayam dan nasi yang enak - i love it!,positive,positive,neutral,neutral,neutral
Umardhana Arifuddin,"kopi setelah makan siang akan sempurna di sini, bawa laptop anda dan cobalah bekerja di tempat ini. rekomendasi kopi dengan mentega dan roti srikaya.",positive,neutral,neutral,neutral,neutral
Lufti NoerDars,"tempat yang bagus dengan menu yang enak, sayangnya, telur setengah rebus akan dihilangkan dari menu.",positive,neutral,neutral,positive,neutral
Olim Hon,"kafe kecil yang nyaman dengan pilihan kopi yang beragam. mereka juga menyiapkan sesuatu yang saya inginkan, meskipun tidak ada di menu.",neutral,neutral,neutral,positive,negative
Tobias “Winchester” M,makanan dan minumannya sangat lezat dan terjangkau. enak sekali!,positive,positive,neutral,neutral,neutral
Whella Fatinda,kopinya enak. pelayanannya bagus. duduk santai.,positive,neutral,positive,positive,neutral
Rusdi Hartono,"suasana yang baik, makanan yang enak",positive,neutral,positive,neutral,neutral
Rebecca Metcalf,nasi lemaknya super enak,positive,neutral,neutral,neutral,neutral
Nur Muhamad Utama,"ini toko temanku, joss.",neutral,neutral,neutral,neutral,neutral
Joseph Christian Saragih,jooooosss,neutral,neutral,neutral,neutral,neutral
Rizky Nuzul Kurnianda,biarkan bintangku berbicara,neutral,neutral,neutral,neutral,neutral
Aviv Putri Utami,ramah anak,neutral,neutral,positive,neutral,neutral
Dinda Vania,tempat bersantai,neutral,neutral,neutral,neutral,neutral
Robby Firmansyah,tempat yang nyaman sekali,neutral,neutral,neutral,positive,neutral
Aulia Mika,"makanannya enak semua, pelayanan ramah dan cepat, tempatnya luas indoor dan outdoor, tersedia playground bermain anak, dan tempatnya bersih udah berkali-kali ke tempat ini ga ada bosennya. semoga tetap konsisten dalam memberikan pelayanan konsumen",positive,neutral,positive,positive,neutral
Ela Nuraini,"awalnya sempet ragu mau nyobain wizz mie, tapi karna lihat tempatnya luas dan bagus jadi yakin buat nuobain wkwk porsi mienya lumayan banyak dan dpt 2 pangsit yng lumayan besar. bisa pesen sesuai leves kepedasan yg diinginkan. rasanya ga cuma pedes aja. asin, gurih, manisnya masih kerasa. sipp side dishnya buanyaaakk. jadi pengen nyobaik semuaaa. sushinya ada lebih dari 3 jenis dan ukurannya jg besar pilihan dimsumnya juga banyaakk banget. jadi pengen nyobain semuanya wkwk gelatonya sih definisi the best gelato in town! nyobain yang rasa strawberry bener² kerasa banget strawberrynya. suasananya nyaman dan adem tempatnya bener² luas. cuma yang bagian belakang, alangkah baiknya meja kursi jangan di depan goilet pas yaa parkirnya juga luass banget tapi bagian kanan mungkin lbh baik ditanami pohon biar ga panas² banget huhu oh ya, alangkah lbh baik kalo sistem antriannya pake barcode di masing² meja, jadi antriannya bisa di meja masing² sambil duduk. overall good job wizzme!",neutral,positive,positive,positive,positive
Alya Salsabila,"biasanya aku cuma order wizzmie lewat gojek krn aku tipe yg mls antriagak jauh jg dr rumah, tapi kali ini pas bgt pulang kuliah penasaran pengen cobain langsung ke tempatnya. ternyata suasananya enak jugatempatnya bersih, modern, dan open kitchen gitu, bisa lihat mereka masak langsung. mienya tetep seenak biasanya. aku pesen yang level 3, pas banget buat yang suka pedes tapi gak mau tersiksa pelayanannya juga ramah dan cepet kebetulan mbakasirnya tmn sndiri, jadi aku minta tempat yg sejuk. harganya masih oke, gak beda jauh sama yang di aplikasi.",positive,positive,neutral,positive,positive
Dwi Widianto,"kasir ga jelas, banyak ngobrol sendiri sama temannya dan binggung sendiri. order makanan sampai berkali2 ngmngmya, soalnya suara music di store nya kenceng banget. order level 1 malah bolak balik di tanya balik sama kasirnya level 4 ? level 5? padahal uda bilang 1 wkekw. saking kencengnya lagu. order sendiri malah di suruhdikira sama orang lain, untuk masalah tempat duduk juga membinggungkan. kalau sudah di kasih nomer meja biasanya kan bisa pilih meja sesuai keinginan kita, ini dikasih nomer meja tapi disuruh duduk meja yg sama dengan nomernya. lah terus nomer meja portable nuat apa?? kalau emang gitu sistemnya harusnya di info di kasir bahwa nanti kakaknya duduk disini nomer ini. harusnya begitu. bukan sudah duduk malah di suruh pindah karna nomer salah. untuk makanannya oke mie nya, minumnya oke. tapi sushinya anyep, dingin banget. sarannya perlu di training lagi pegawai bagian kasir karna itu yg utama.",negative,positive,neutral,neutral,positive
Caramel Love,"beberapa kali kesini, beberapa kali juga rasa mienya berubah. paling suka sama udang kejunya. harga termasuk murah ya. untuk tempat duduk dikasih nomer menyesuaikan berapa orang kita datang",neutral,positive,neutral,neutral,neutral
Maha Nanta,"mampir kesini pas malam minggu ternyata ramai sekali wkwkw. udah harganya yang terjangkau, enak, pelayanannya cepat, dan menunya juga variatif, ada varian mie, rice bowl, aneka sushi, dimsum, dan gelato. untuk ketersediaan tempat duduk juga banyak meskipun hanya di lantai 1 saja.",positive,positive,positive,neutral,positive
Roni Dwi Cahyo,"untuk lokasi wizzmie cukup mudah dijangkau, berada di pusat kota, parkiran luas dan banyak tempat, tapi sayangnya meja cukup sempit dan kecil, dan antriannya cukup panjang dikarenakan staff pemesanan sangat lelet tidak cekatan, entah kenapa wizzmie tidak melakukan ide barcode di meja sehingga customer bisa memesan secara instan mandiri sperti hal gerai mie sebelah yg sdh bisa pesan instan mandiri di meja, saya sangat kecewa dengan antrian yg sangat panjang dan krodit kami mengantri d bagian pemesan mie sekitar 20mnit berdiri tanpa duduk, setelah itu antri di bagian gelato 20menit berdiri kembali tanpa duduk bayangkan setengah jam lebih hanya untuk berdiri memesan menu belum lagi menunggu makanan ready sungguh kacau pelayanan staff yg sangat lelet dan tidak cekatan, entah kenapa dibagian ini banyak staff perempuan ditempatkan tidak ada satupun laki-laki dibagian depan pelayananan tak hanya itu utk pemilihan meja kursi ditentukan oleh staffnya kami bertiga dikasi meja kecil dan kursi hanya 2, sungguh sangat menyiksa meja dan kursi harus sesuai dengan papan yg kita bawa entah ini ide yg sangat diluar nalar semoga kedepan ada perubahan dan audit evaluasi yg signifikan utk pelayanannya kami sdh makan di berbagai restoran dan gerai makan di berbagai kota tetapi disini sy kira cukup banyak harus dibenahi kembali",positive,positive,positive,negative,positive
N Ekawati,"tempat nya bagus, luas. terutama parkiran nya luas bgt. mie nya enak, tp gak tau knp lv1 nya pedes banget. kondimen2 lain nya juga enak, minuman nya enak, gelato nya standar aja sih. pelayanan lumayan cepet",neutral,neutral,neutral,positive,neutral
Mikha Setiyawati,"parkir cukup luas, cuman saat beli masih antri. harusnya bisa lebih cepat dgn penambahan kasir. mie mirip gacoan, makanan lain lumayan, harga standard, es krim enak.",positive,neutral,positive,positive,positive
nabilaa 1308,tempat yg bagus bersih nyaman parkir juga luas makanan minuman enak segar banyak pilihan menu udah yg ksekian kalinya bikin nagih luv dah poko e,positive,neutral,neutral,positive,positive
Maya Luvita Sari,"fomomiehitswizzmie lagi cari tempat nongkrong kece sambil nyicipin mie yang lagi fomo banget? cus ke wizzmie banyuwangi! tempat ini tuh vibes-nya retro-disko tapi makanannya super kekinian. dari luar aja udah keliatan eye-catching, apalagi dalemnyabanyak spot estetik buat foto-foto sambil nunggu pesenan dateng. menu andalannya? jelas dong, mie pedas berlevel yang bisa disesuaikan sama nyali kamu! mulai dari yang santai-santai kayak mie manja tanpa cabai, sampe yang bikin lidah goyang kaya mie disko mie goyang. rasanya nagih banget, cocok buat nemenin obrolan seru bareng bestie. gak cuma mie, di sini juga ada rice bowl, dimsum, sushi, sampai gelato buat nutup sesi makan kamu dengan manis. lengkap banget! plus, tempatnya cozy, ac dingin, ada mushala, dan self-order juga adatinggal klik-klik langsung jadi. mau makan di tempat, take away, atau order via ojol? bebas! wizzmie banyuwangi emang definisi makan enak nongkrong asik konten ready. jadi, tunggu apa lagi? yuk cobain mie yang lagi hits sejagad ini!",positive,positive,neutral,positive,positive
Angelita Chen,"tempat nya enak untuk kumpul bersama teman, keluarga ataupun pasangan kids friendly ada tempat bermain juga untuk anak. makanan dan minuman enak dan pelayanan ramah",positive,positive,positive,neutral,positive
Alfan Gumelar,"makanan enak dengan pilihan menu yang banyak, harga juga lumayan terjangkau. area makan besar dengan lahan parkir yang luas. disarankan untuk booking terlebih dahulu agar tidak lama antri.",positive,positive,negative,positive,positive
Qori'atul Maghfiroh,"makananya pastinya enak!! harus coba yg mie goyang, porsi juga banyak. pasti kenyang. apalagi ada banyak menu yg lainnya, sushi, gelato, dll. lokasi juga luas banget, ada tempat mainan anak-anak. jadi bisa adem ayem bawa bocil.",positive,positive,neutral,positive,positive
Nur Kholifah,"kesini 12 april 2025 pukul 17.20 cepet banget penyajian makanannya, 5 menit makanan dan minuman udah diantar ke meja. padahal niatnya 17.25 mau sholat maghrib dulu karena biasanya lama. jadinya buka puasa duluan baru sholat. bagus ada peningkatan pelayanan. makanannya selalu enak dan harga terjangkau. favorit mie disko karena suka gurih dan siomaynya enak banget. terima kasih recommended",positive,positive,positive,positive,neutral
Auliya Shafira Putri,"kalo cari nyaman disini, karena ga terlalu penuh kayak si kompetitor. harga lebih mahal dikit, but worth to buy. servicenya biasa, menyesuaikan rame atau ga nya sih tapi menurutku lumayan lama. ada tempat main anak, jadi cocok buat keluarga. tempatnya luas, cuma kadang area parkir motornya bau, mungkin karena deket sungai.",neutral,negative,negative,positive,neutral
Ida Laela,sangat menyenangkan dan nyaman tempatnya makanannya juga enak,neutral,neutral,neutral,positive,neutral
Nur Laila Az-Zaara Khoirunissa,"pelayanan baik, tempatnya bersih dan nyaman makanannya pun juga enak recommended",positive,neutral,positive,positive,neutral
mau lana,"kecewa bgt,nunggu makanann lama banget sampe 3 jam ga dianter anter,pas nanya ke waitersnya katanya blom jadi,karena udah mls nunggu jadi aku sama suami tinggal pulang,dan ngomong ke karyawan nya malah cuma bilang makasih kocak!!!",neutral,positive,negative,neutral,positive
Maghfirotul Hidayah,"tempatnya bersih kamar mandinya jga bersih dan wangi, kids freindly krna ada tempat main anak, pelayanannya jga ramah dan memuaskan, makanannya enak tetapi selera ibu mau mienya agak matang dan ternyata bisa req dikasir",positive,neutral,neutral,positive,neutral
Andreas Lukitasyah Hutabalian,"udah beli harga normal, bungkus pun bayar dan takeaway, tp disuruh nunggu di lorong yg panas dan gak nyaman begini dan gak boleh duduk di resto sambil menunggu restoran, manajemen macam apa ini? yang takeaway udah kaya ojol aja",neutral,positive,neutral,neutral,neutral
yenny hastuti,"tempat nyaman pelayanan cepat rasa memuaskan, kebersihan juga ok baik tempat maupun kamar mandi nya.",neutral,neutral,positive,positive,neutral
Yolia armanda,nyaman bgt pelayanan cepat harga murah makanan enak semua,positive,positive,positive,positive,neutral
dianita aprint manunggal,"menurut ku pribadi mie nya lumayan lah, rasa nya mirip2 dgn mie yg viral-viral gitu. minumannya juga enak kok, tp pas beli es teh nya rasanya mirip kyk teh botol sosro, entah emang lidahnya aja yang g sesuai. tapi kalau mau beli minuman yang manis, mending yang lain jangan es teh nya. terus ya kalau mau beli di sini harus sabar syekali,, karena emang antriannya lumayan panjang, apalagi pas weekend kemarin kesana pas weekend sih, jadi rame banget, setelah pesen makanan juga datang nya laamaa bangett hampir satu jam kayaknya,, sampek es nya meleleh, dan lagi ada meja sebelah padahal pesannya duluan kami tapi makanannya yg datang duluan mereka entah kenapa aku juga tidak tahu. semoga kedepannya nggak seperti itu, kan sudah ada nomer antriannya, jd bisa disesuaikan lagi sesuai antrian. kan kasihan dah duluan, makanannya datengnya belakangan.",neutral,positive,neutral,negative,positive
2B_113_Dinda Bela Farita,"tempatnya nyaman dan bagus, makanannya enak enak semua rekomend banget si",positive,neutral,neutral,positive,neutral
agustria ningsih,"makanannya recommended, servicenya good",positive,neutral,neutral,neutral,neutral
Silva Adjjht,"masih antri tapi yang nggak heboh sperti pas launching kmren ,, rasa enak gk ada yg kurang meski rame ,, karyawan gercep ,, team bersih juga gercep selalu keliling bersihkan meja yang udah selesai di tempati. parkir luas tapi puanaaaaas banget tukang parkir gk ada inisiatif buat bantuin parkir atau keluar motor ,, nyebrang motor pun gk di bantuin,, cuma nunjuk² antri pesan sekitar 10 menitan nunggu makanan datang 15 menitan . toilet bersih dan wangi",positive,positive,positive,positive,neutral
Ingka Sekarlet,menu bervariatif enak bange cepat. es regea seger mie goyang enak udang rambutan renyah bapao lembut. tempat luas parkir luas crewnya juga ramah. sangat disayangkan banyak lalat berseliweran hinggap lalat hijau lalat hitam apa karena samping kali ya,positive,neutral,positive,positive,positive
22_ Mohamad Darrell Setiawan,"tempat nongkrong terbaik setelah sepulang sekolah, suasananya tenang tidak terlalu ramai. serta pelayanannya sangat ramah dan efisien, sampai-sampai saat saya baru duduk pesanan saya sudah datang semua",positive,neutral,positive,positive,neutral
Putri Dwi Aqila,"saya pesan mie disko seratus cabe malah di kasi 1 cabe yaa?? heloo? ini telinga nya mbak nya gimana sii, ini bukan pertama kalinya kemarin juga saya pesen cabe 70 malah kedengernya mbak nya 7 ini gimana si pendengaran nya mereka maafff bgt yaa tapi saya juga sebel, kalo semisal ada biaya tambahan saya bayarrr, bukan maling cabe kan bisa dijelaskan klo terlalu cabe nya banyak semoga di perbaiki yaaaa besok saya kesana beli lagi jika pelayanan nya tetap sama, ga recommend niii",neutral,neutral,positive,neutral,positive
lili lily,"take away udah beberapa kalo tetep lelet! tolong bgt ya diperbaiki jadi mikir lagi buat mau makan mi tapi take away, nunggu sejam dahal kondisi sepi hm apalagi rameee",neutral,neutral,positive,neutral,neutral
Rahmi Amaliah,"kalo untuk kaum nggak sabaran rekomendasinya pesen nasi bowl, gorengan snack, dan minumannya krn ini paling cpet dalam penyajiannya. untuk mie mungkin krn butuh proses sesuai level pesanan juga jd lumayan butuh waktu. kita nyobain semua 3 varian mie nya. untuk pecinta pedas saya rekomendasinya mie disko ini pedesnya nagih sih klo di saya. siap2 bibis jontor tekstur mie nya juga enak. untuk es gelato nya saya fikir sesuai gambar dpt 3 scup ternyata harganya scup. tapi mgkin krn kekurangan informasi aja atw saya terlalu berekspektasi. tp selebihnya untuk ngumpul2 menikmati kebersamaan ini salah satu tempat yg cocok tanpa menguras kantong.",positive,positive,neutral,neutral,negative
jovana group,"pelayanan buruk masak udah 2jam gak ada dateng tuh makanan malah yang baru dateng udah makan duluan giliran di komplen katanya ketuker , mana gak ada kata minta maaf lagi",neutral,neutral,negative,neutral,neutral
Syaiful Anwar,tempat nyaman indoor outdoor nya cukup luas. tempat merokoknya yg kurang. kopi lumayan enak banget,positive,neutral,neutral,positive,neutral
Lidya Charolina,"semuanya enak, suasana nyaman, pelayanan baik, bersih, petugas rajin bersihkan lantai. ada gimmick playground untuk anak main dan menunggu. ada mushola, toilet dan cuci tangan semuanya higienis. yang perlu diingat sebelum ke sini - cashless bisa kecuali kartu kredit - untuk yang bawa temankeluarga lebih dari 5, request meja no 1, 2, atau 3.",positive,neutral,positive,positive,neutral
Sari Ulandari,"pelayanan nya baik bangettt lohhh,,,,makanan nya cepet banget dteng gak yang lama sekaliii,,, puas pokoknya",neutral,neutral,positive,neutral,neutral
Habib Fajar Santoso,"menunya worth bangettt pelayanannya juga baguss ga harus nunggu kalau ada pesenenan yang belum dianter, petugasnya pasti nanyain apa yang kurang walaupun antriannya puanjang tapi sebanding sama pelayanan dan menunya sihhh paling favorit gelatonya sihh, de best banget semoga bisa konsisten ya",positive,positive,neutral,positive,neutral
Nur Chotijah,pelayanan cepat dan rasanya ga berubah dari pertama.,neutral,neutral,positive,neutral,neutral
Davin S Budi (Davin Mboir),"kualitas rasa menu mienya biasa perlu ditingkatkan jika dibanding kompetitor sejenis. tp varian menu lain sangat banyak, ada es krim dll. suasana enak, ceiling tinggi jg gak pengap, konsep open kitchen keren. sistem reservasi masih kuno, harus antre pilih menu dan relatif lebih lama. lebih enak dg sistem hp yg bisa sat-set. dan jika diterapkan cashless bisa lebih cepat tanpa harus nunggu uang kembalian. durasi tunggu relatif lama untuk karyawan sebanyak itu dan saat sy datang g banyak orang karena masih pagi.",positive,neutral,neutral,neutral,positive
angelina,"disini lumayan ramai pas malem entah kebetulan rame aja, antrian panjang bgt tapi gpp, overall enak, sama kaya wizzmie lainnya, service oke, atmosphere lumayan",positive,positive,positive,neutral,positive
Wilghis Meilinia,semuanya enak tempat lokasi bagus hanya saja ada bbrp lalat mungkin lain waktu bisa lebih steril lagii,positive,neutral,neutral,positive,neutral
muhammad nur rizky,"enak bangett wajib cobain ya recomended,suasana sejukk polll",positive,neutral,neutral,positive,neutral
Nong Fajar,"masukkan buat kasir dan kitchen tolong evaluasi proses makanan cepat saji entah offlineonline saya driver online tiap kali kesini pasti lama entah antrian panjang atau pun gk ada antrian sama aja lama dari dulu soalnya bahkan driver online pun menghibahkan si wizzmie prosesnya lama that true !! ini barusan saya dpt orderan wizmie jam 21.44 keadaan sepi lah saya dtng notif suara pastinya terdengar dong malah baru di input sama si kasir katanya sesuai antrian hmm antrian mana orng kagak ada antrian panjang gw lama di jogja sistem oddo,esb,moka,sage dll faham soal begituan mau nipu gw lu gacoan meskipun rame sistem esb kasir jarkep jdi proses dpurnya cepat juga dah gitu bae cheaarrsss",neutral,positive,neutral,positive,positive
NI KOMANG AYU VINA AMBARIKI,"cocok buat tempat nongkrong, nongkrong keluarga, temen, sahabat, ngedate bagus,, tempat nya luas nyaman makannya juga enakk gk ngebosenin",neutral,neutral,neutral,positive,neutral
Salafudin Fa'is,"makanan nya bersih dan enak, pelayanan nya ramah, suasananya juga enak banget buat nongkrong lamaa!!!",positive,neutral,neutral,positive,neutral
Dani Liwanto,"wahh gila pelayanan nya keren banget, sangking kerenya keadaan ramai tapi antri ga panjang sampe makanan pas 1 jam baru keluar, ada mbak mbak yang datengnya setelah aku tapi udh komplit makananya xixi, pelayanan super duper cepet sangking cepetnya sampe ga diantar antar tuh makanan nya wkwk. pas ditanyain waiters nya ngejawab dengan enak tadi numpuk numpuk soalnya mie nya kak, pantes aja mie nya adem buwangett keras, dimsum dingin semua, mie goyang setauku dlu awal go rasanya enak lah ini dicoba lagi cuman gurih asin pedes aja lawak bangett. dimsum nya katanya bisa diangetin suruh nunggu ternyata ga ada tuh disamperin sama waiters nya. parahnya lagi 1 menu makanan udah sejam ga keluar keluar, minta penjelasan ke waiters malah dilempar suruh ke karyawan lainya, yang awalnya pengen menikmati makanan dengan enak malah kya sia sia ngebuang jadinya. dan aku liat survey langsung malam ini juga buanyak banget yang makanan nya telat keluar. mohon untuk dibantu dicek lagi untuk sistem nya orang dateng pengen nya makan mie yang enak jangan lah dikata panas tu mie, hangat aja dah sukur. lah ini dingin emang bener bener dingin bjir udh mengkeras. saya komplain bukan berarti mau minta ganti yaa, untuk bahan evaluasi kedepanya sajaa, karena ga cmn saya aja yang ngalamin malam ini, tadi saya ada liat beberapa orang juga waiters nya berulang kali dipanggili dan ada makanan yang belum keluarrr",positive,positive,neutral,positive,positive
Ady El Rumi,josss anak2 sy suka sekali kesini. cuma tempat mainan anak2nya ditmbahin lg biar lbh nyaman.,neutral,neutral,neutral,positive,neutral
Wisdan 1502,"tempat nongki ternyaman menurutku makanan juga lumayan untuk harga yang masih affordable. review curhat ya semalam sempat kecewa dengan pelayanan nya, mungkin karena rame banget. tapi momen ultah itu 1 th sekali dan paling ditunggu. memilih wizzmie agar adik bisa merasa happy malam itu, kue saya antar ke kasir dengan hati-hati agar tidak ketahuan sampai makanan habis belum ada muncul, kembali lah ke kasir untuk tanya bilangnya iya habis ini. beberapa menit kemudian tetap gak ada muncul yang ada malah mbak waiters dengan entengnya tanya mbak yang tadi request ultah ya pliss ini kejutan haruskah dijelasin kek gitu? posisi adik disampingku. langsung badmood semua, okelah dimaklumi mungkin memastikan karena takut salah meja. but, gak ada cara lain kah mbak? disitu udh gak mood, akhirnya yaudah deh karena udh kelamaan juga mau take away mie sekalian mau ambil kue tadi surprize dirumah aja waktu dikasir mbak² nya jongkok gak tau apa yang dilakukan 2-4 kali manggil gak berdiri² masih husnudzon mungkin gak denger karena rame akhirnya ke bagian sebelahnya. mbak satunya notice aku dikasir di play lah music hbd setelah aku lihat dimeja ternyata udh rame dan sangat totalitas ada yang cosplay badut dll kecewa yang tadi terbayarkan dan sangat berterima kasih sudah berkontribusi dalam kebahagiaan adik kakak nya minta ratting langsung auto 5 karena pingin lihat momen semalam karena aku lihat nya dari kasir buka lah ig wizzme mikirnya mungkin ada ya karena kebanyakan di repost, ternyata gak ada dong tanya lah ke adik mana foto kemarin malam, gak upload ig tag wizzme? dia jawab udah gak direpost pdahal yang lain direpost. hemmm okedeh tetap husnudzon aja mungkin kelewat kali ya atau masih sangat sibuk maaf tapi bintang kurangi dulu ya semoga bisa jadi evaluasi agar customer tidak merasa kecewa juga. sukses selalu wizzme terimakasih banyak",neutral,positive,negative,positive,neutral
Wildan,"wizzmie banyuwangi memiliki tempat aesthetic dan suasana yang nyaman, pelayanan sangat baik, petugas bekerja dengan baik. menu bervariatif dengan harga terjangkau. area parkir cukup luas.",neutral,positive,positive,positive,positive
Masdarinacaroline,"makanannya enak bgtt, pelayanan sangar ramah, tempay bersih, nyaman untuk santai dengan temam dan keluarga.",positive,neutral,positive,positive,neutral
Radit Agung Prasetyo,"tempatnya cozy, aesthetic, dan luas. pelayanannya ramah. makanannya enak kenyang dengan harga murmer worth it untuk berbagai kalangan.",positive,positive,positive,positive,neutral
farhan Alvaro,"antrian dah lama , ujung2 nya sama kasir ay nya suruh pindah di kasir satunya mana antrian lama lagi, sungguh mengecewakan",negative,neutral,negative,neutral,neutral
Amyrul Dahlan Nur Anas,"makanan yang di sajikan baik, suasanya comfort bgt!! terus nyuaman poll",neutral,neutral,positive,neutral,neutral
Anggia Permani,makanannya enak tempatnya juga enak ada mainan juga buat anak2 jadi makannya bisa lebih santai.,neutral,neutral,neutral,neutral,neutral
Divan Putra,"layanan nya lama banget cuma beli telur ayam lama sekitar 20 menit,dan katanya mas nya bilang tunggu sebentar ya kak gitu terus bilang aja",neutral,neutral,negative,neutral,neutral
Firda Astari,makanan enak sudah sesuai dengan seleraku,positive,positive,neutral,neutral,neutral
Indah Rizki Hariani,"lumayan untuk tempat makan dan parkirnya luas, bersih pelayanan sat set harusnya wizzmie banyuwangi bisa fight lawan gacoan yang mau launching 2 hari lagi",neutral,neutral,neutral,positive,neutral
isda Damayanti,makananya dan tempatnya sangan enak dan worth it,positive,positive,neutral,neutral,neutral
Roy Adi Saputra,"inj ginana sihhh pegawainya masak pesen level 1 di kasi cabe segini banyaknya dua porsi katak gini semua aku sering makan di sini pesen level 1 enak balik terus tapi kali ini kok gini ya ,salah level terus minya berkuah gitu jadi males balik lagi",positive,neutral,neutral,neutral,positive
Firli Nanda,"disiniiii pelayanannyaa sangatty baikkk, terima kasihhh",neutral,neutral,positive,neutral,neutral
siti rohma,"banyak pilihan menu, tempatnya nyaman dan luass. paling oke mushollanya diarea dalem bersih",neutral,positive,neutral,positive,positive
Alfarel Rosyid F,"udah sering dan berkali kali makan ke wizzmie, menunya lengkap dan enak2, harga terjangkau, hanya saja makanan dan minumannya lama bgt datangnya, sepertinya karna pelayannya susah mencari nomer mejanya jadi agak lama muter2 dulu mencari, mungkin bisa diperbaiki mengenai hal tsb selebihnya sudah ok",positive,positive,neutral,neutral,neutral
Arini Nurhidayah,nunggu mie nya aja hampir 1 jam ditambah nunggu dimsum blm dateng² sampek 2x bolak balik tanya blm dtng sampe 1 jam stngh sampek ngambil sendiri dimsumnya gk dibawain mana saos dimsumnya pake abc sachet an gk cocok ini aja juga masih nunggu lagi kurang chicken wings dari yg laper bgt jadi gk laper niat makan mie sambil pake dimsum sampe mienya kaku blm dateng² parah kecewa bgt,neutral,neutral,positive,neutral,negative
zulfah latifan faridah,"tempat nyaman, makanan enak, harga wort it cocok untuk santai breng keluarga",positive,neutral,neutral,positive,neutral
Larandi Rasman Mangemba,pelayanan sangat lambatttt sampai banyak orng yg antri ambil pesenannya sendiri di depan kitchen parah yg dianter paling pertama minuman sampai minumnnya habis dinginnya nunggu an psenan blm dtng2 malah orng yg baru dtng bnyak yg udh dtng pesenannya saosnya pakai abc sachet an kurang nyatu sama dimsumnya lbh cocok pakai saos sebelumnya,neutral,neutral,negative,neutral,neutral
Irul,"rasa makanannya pas enak pas di lidah, harganya pas tidak terlalu mahal. waktu tunggunya tidak lama walau rame karena pelayannya banyak. untuk antriannya perlu diperbaiki alurnya agar tidak menumpuk di satu konter. tempatnya luas, tertata, rapi dan bersih. dilengkapi toilet yang bersih dan mushola yang bersih juga.",positive,negative,neutral,positive,positive
Risky Atmaja,mie nya enaaqq tempatnya juga enak pelayanan ramah juga jadi mie fav sih,neutral,neutral,positive,neutral,neutral
Tiara Renata,tempatnya nyaman dan makanannya enak,positive,neutral,neutral,positive,neutral
Lidia Maulidia,"happy banget makan disini, kakak kakaknya ramah mau bantuin buat surpise, buat kalian yg mau kasi surprise bisaa bangett disiniii",neutral,neutral,positive,neutral,neutral
mai official,"makanannya enak, tematnya luas dan nyaman, pelayanannya oke bgtt",positive,positive,neutral,positive,neutral
Nabila Banyuwangi,"ku kira mahal ternyata worth it banget,enak enak juga makanan nya,cuma kata adek ku level 1 kepedesan untuk orang yg gasuka pedas,tempat nya oke banget buat nongkrong,mas mas yg nganterin makanan ku ramah banget,makanan nya cepet banget nyampe nya",positive,positive,positive,neutral,neutral
Hayyinatul Ma'muroh,"untuk makanannya enak dan porsinya pas. tempatnya juga estetik, cocok bnget buat kita yang suka nongkrong atau acara keluarga. wizzmie gak cuma menyediakan mie ya, ada juga rice bowl. untuk penyajiannya juga cepat, tapi terkadang ada pesanan yang lupa diantarkan.",positive,positive,positive,neutral,positive
dwi anggraeni,"nyaman untuk tempat makan, ngbrol dan santai disini, pelayanan juga baik",neutral,neutral,positive,positive,neutral
amelia julinasari,"pesen dari jam 11.19, mie baru dianter jam 12.45 itupun harus komfirmasi berkali-kali. mienya dingin dan kering. sampe esnya udah ga dingin lagi. mending wizzmie jember meskipun agak jauh tapi pelayanan sat set.",neutral,neutral,neutral,neutral,neutral
Rudi Tabuti,gak pernah bosen pokok ke tempat ini. es favorit es dj dan siomay nya enakk bangett memuaskan sekali,positive,neutral,neutral,neutral,neutral
Sindy Aulia,"tempatnya nyaman, pelayanan juga gak kalah profesional makanannya enak",positive,neutral,neutral,positive,neutral
Celana Kering,makanannya enak dan pelananya ramah trus cepet juga,positive,neutral,positive,neutral,neutral
Dirga Ramadhani,pelayanan sangat ramah suasana sejuk dan nyaman cocok sekali untuk makan bersama keluarga,neutral,neutral,positive,positive,neutral
Alisa Pragustiningrum,"baru kali ini takeaway setelah sekian lama sekali dine in dan ternyata kena zonk , karena pelayanan lamaaa pesan 4 menu saja sampai hampir 1 jam belum jg dipanggil. apa memang seperti ini jika takeaway?",negative,neutral,negative,neutral,neutral
