username,review,char_length,word_count,length_category,estimated_tokens
Roro Pergiwo,"nasi tempong dengan menu standarnya ada nasi, sayur, tempe, tahu, dan lauknya bisa pilih ada ayam goreng, ikan goreng, babat, usus, dan sebagainya. sambal 45 bagi yang suka pedas mungkin bisa jadi 55 lokasi 45 mudah dicapai tempat 35 lauk 4,55",243,41,201-300,57.4
Mayadewi Is,"enak banget buat yg suka pedas. suka pepes potongan ikan tongkolnya, bakwan jagungnya, dan sayuran rebusnya juara!",114,17,101-200,23.799999999999997
Dicky Arimbawa,"makanan rumahan yang sangat sederhana namun uenaakk, sambal, sayur, pilihan lauk beragam. harganya juga tergolong ramah dikantong. pelayanancepat walau rame poll.",162,21,101-200,29.4
Amalia W.,"porsinya besar, beli nasi telur dadar dapet lauk tahu tempe sayur dan sambal juga sambalnya agak asem harganya juga murah",121,20,101-200,28.0
Vijaz Sehaldi (Vijaz),"rasany standart sprt masakn rmh, sambel ckp pedas, pelayanan ckp cepat, menu ikan mcm2, harga standart, cm untk tmpt parkir agk susah klo bwk mobil, krn parkir d pinggir jln.",174,30,101-200,42.0
Ramadan Febriyanto,"makanan khas banyuwangi dan banyak pilihan lauknya,, sambelnya pedes nampoll",76,10,51-100,14.0
Suharyono Eko Prasetyo,"tempat kurang nyaman, nasinya gak punel kayak beras murahan, tapi herannya orang-orang pada suka makan disini, pesan nasi dgn cumi, yg disajikan nasi pelas cumi, pengennya sayur cumi kuah hitam, ternyata tdk punya di dan ibunya yg nglayani diam saja , sudah gitu jutek lagi maklum, pelayan nya emak-emak semua, jadi gak pengen ngulangi makan disini",348,56,301-500,78.39999999999999
Dwi Utami,maknyosss sangat cocok sambelnya untuk lidah surabaya ku pilihan lauknya banyak,79,11,51-100,15.399999999999999
Amalina Zaki,"mantap dan murah. porsi banyak bgt, waktu di banyuwangi 2x beli disana gak habis dimakan sendiri, bisa dimakan berdua. ada bayam rebus, tempe goreng, iwak asin, lauknya macem2 pilihannya, sambelnya banyak oke nempong bgt . cuma yg kurang cocok telur dadarnya krispi kering bgt, jadi kurang berasa, 2x pesan sama. mungkin memang disana telurnya gitu kali ya.",357,57,301-500,79.8
Syarif Maulana,"makanan lumayan enak, tapi kalo makan didalam pengap dan bau asap penggorengan",78,12,51-100,16.799999999999997
Kresna duta,"menurutku iki sego tempong sing enakk neng banyuwangi kota, murah dan terjangkau",80,12,51-100,16.799999999999997
sulung budi,nasi tempong mbok nah memang selera masyarakat banyuwangi enak pedesnya bikin ketagihan porsinya lumayan juga,109,15,101-200,21.0
Isna Lutfiana,porsi cukup besar dengan berbagai macam pilihan lauk. untuk lauk udang harga 20k per porsi. cocok untuk para pecinta pedas,122,20,101-200,28.0
Karyawan Titipan,"otentik nasi tempongnya mantab, lauknya banyak pilihannya bagi yg doyan pedes tempat ini cocok banget",101,15,101-200,21.0
Irma Yunita,"nasi tempongnya enak,porsinya banyak",36,4,0-50,5.6
Fuji R. Pelson,"nasinya hampir sama dengan pecel ayam pada umumnya, akan tetapi sayuran yang digunakan disini adalah bayam dan kol yang sudah direbus, kemudian disertakan dengan bakwan goreng, ikan asin goreng dan tahu tempe goreng, untuk aham, sambelnya kurang lebih sama dengan pecel ayam pada umumnya",287,44,201-300,61.599999999999994
Syifani Arihatu Jasmine,sambelnya nampol,16,2,0-50,2.8
mushonnifil,enak lauk beragam puedesss tapi nuagiiihhhin pol dan terakhir murahnya g masuk akal wkwkwk,90,14,51-100,19.599999999999998
김도현,rasa sambelnya menamparrr,25,3,0-50,4.199999999999999
Budi Irawan,"mantab boss, sambelnya benar benar seperti ditempong, pilihan lauknya bermacam, harga bersahabat . kalo ke banyuwangi rugi kalo gak nyoba, apalagi penggemar pedas",162,23,101-200,32.199999999999996
Ratih Hapsari,sambelnya mantep banget tapi untuk pilihan lauknya terlalu sedikit kalau dibandingkan sama mbok sebelah yg hampir sama namanya,126,18,101-200,25.2
Zulfikar Septian,oke dan worth it. sambel cocok buat yang gak terlalu suka pedas,63,12,51-100,16.799999999999997
Asri Mardhiyati,"kuliner khas banyuwangi yang patut dicoba, rasa pedas nya bandel, tersedia berbagai macam pilihan lauk, harga terjangkau",120,17,101-200,23.799999999999997
Alifiah Ramadani,"nasi tempong otentik enak banget sambelnya buat org luar bwi kayak saya porsinya sangat buwanyak udangnya gede2, mantapp",120,18,101-200,25.2
Ainis Nurlaila,"pertama kalinya makan sego tempong aku terkejut sama porsinya yang sangat banyak tapi harganya murah meriah. harganya tergantung lauk yang dipesan. aku pesan ikan laut telur harganya 19 ribu. worth it bangeet karena nasinya banyak, pelengkap makanannya banyak. ada lalapan sayur, kol, timun, ikan asin, tahu tempe dan sambal. rasanya enak pas bangeet perpaduannya ditambah pakai sambalnya jadi tambah nikmat! modelnya kaya warteg gitu. kebetulan aku take away dan ketemu bule lagi dine in sendirian. semoga kapan kapan aku bisa balik lagi ya.",542,83,501-1000,116.19999999999999
Nugroho Agung,"makanan khas, yg terdiri dari nasi, sayur rebus, ikan asin secuil, sambal. lauk bs pilih dari ayam, telur dadar, udang, ati ampela, dll. rasa biasa aja, g tll istimewa.",168,29,101-200,40.599999999999994
ilham taufiqi,makanan khas banyuwangi yg mantap kali. bukan kaleng2. sambalnya wenaak.,72,10,51-100,14.0
Tgifi Oriole,nasi tempong legendaris khas banyuwangi. rasa sambelnya pedas sekali dan banyak pilihan lauk untuk melengkapi sajian nasi tempongnya.,133,18,101-200,25.2
INoz DM,"warungnya biasa aja, menunya sederhana tapi sambalnyaaa mantaab siapkan handuk krn keringat akan deras bercucuran harga? terjangkau banget",138,18,101-200,25.2
EM ROA,"pelayanan ramah, baik, harga sangat terjangkau. tapi maaf nasinya katos. tempenya katos. katosalotkeras. kyk gk sesuai dgn ratingnya. apakah memang tempong itu nasinya harus keras? saya gak tau. sambel? top. ayam? enak. telur? soso.",232,34,201-300,47.599999999999994
Extivonus Fransiskus,"nasi tempong lauk telur dadar dan pelasan -15k makanan khas banyuwangi, mudah ditemukan karena terletak di dekat kota, pas di pinggir jalan. ciri khas terletak pada sambal terasi yang nampol, pedes pake banget. susunan menu original adalah nasi, lalapan, ikan asin, tahu, tempe, dadar jagung, dan sambal tempong. bisa pilih topping lain. pegawai cukup banyak, jadi walau kondisi super ramai, tetep bisa terlayani dengan baik. ibunya osing banget bisa juga melayani bungkus membungkus dengan cepat. wajib dikunjungi ketika liburan di banyuwangi",543,81,501-1000,113.39999999999999
Yustinus A.S. Bintara,"kesini nyari sarapan, masih belum terlalu ramai, jadi lauknya masih komplit kalau yang suka pedes sangat cocok dilidah, bagi yang ga terlalu suka pedes, minta sambelnya sedikit aja. salam kenyang selalu",202,31,201-300,43.4
Hendra Susanto,rasa pedas nya nendang harga 18rb an satu porsi dgn lauk tinggal pilih,70,13,51-100,18.2
Silvia A.N.,"rasanya enak banget, banget, banget. jangan ragu buat kesini. sambalnya mantap, lauknya enak-enak lho.",102,14,101-200,19.599999999999998
Stefani Gabriela,"stefanigabriela harga murah meriah, porsi muantap, rame juga ngga cuma yang makan di tempat tapi juga yang take away. saran buat yang gak kuat pedes minta sambelnya dipisah aja. menu yang saya coba ayam, tahu, telor 17ribu aja ada sayurnya juga. cuma perlu bersabar karena antrinya agak tidak teratur.",301,49,301-500,68.6
Heppy Salim,"massa s1 di banyuwangi maem nya nasi tempong mbok nah, karena dekat dengan universitas pgri banyuwangi dan dekat dengan kost an pastinya. lauk lengkap, tempe tahu dadar jagung, sambel e nempong bgt.",198,32,101-200,44.8
diki alauddin,menunya uenak puooolll sambelnya maknyooos tehnya sepetnya pas ga perlu kuras dompet,84,12,51-100,16.799999999999997
Myta Pramitya,"banyak pilihan lauk, sambal tidak terlalu pedas tp kurang bersih karena si mboknha ambil lauk n lalalan pake tangan n bayar pun ke si mbok yg sama",146,27,101-200,37.8
sikoala kun,"ketemu tomat ranti di toraja, ketemu makanan dengan sambal tomat rantinya di banyuwangi. dalam satu piring nasi tempong yang selalu ada pasti sambal tomat ranti, kulupan bayam rebus, tempe goreng, tahu goreng, perkedel jagung, dan ikan asin. sementara lauknya bisa milih mulai dari ayam, telur, lele, dll.",305,47,301-500,65.8
andy prasetio,"letak di jalan besar, lauk banyak macamnya, harga terjangkau, sambel mantao",75,11,51-100,15.399999999999999
Rolly H,"menu tradisional dan sederhana tapi legendaris. khas bumi blambangan, nasi tempong. sambal nya mantap jiwa, pedassss isi nya sayuran, dan aneka lauk yang bisa kita pilih sendiri sesuai selera, dan tak lupa yg satu ini bikin khas, sambal pedassss.",246,39,201-300,54.599999999999994
Agustin Rafiazka,"sambelnya juaraa. saya orang sumatera aja menikmati makan disini, enak, murah, bersih, ada di pusat kota. buat harganya murah, gak ngerobek dompet.",147,22,101-200,30.799999999999997
rizki faraisa,kadang sambal kurang fresh. sayang sekalii,42,6,0-50,8.399999999999999
Imam T.A (Ardie),rasanya nendang rekom buat yg suka pedes,40,7,0-50,9.799999999999999
Dwieky Ramadhan,sambelnya mantapp,17,2,0-50,2.8
abal abal,"nasi tempongnya enak, porsinya banyak bisa pilih lauk sendiri disini saya pilih lauk ikan dan telur dadar semuanya enak pas rasanya asin, gurih, pedes. pelayanan jg cepat padahal waktu itu ramai dan waktu itu saya belinya di bawa pulang karena bawa anak kecil jadi kurang nyaman dimakan tempat. sayangnya waktu itu pas beli sekitaran jam 7, tapi cuminya sudah habis.",366,60,301-500,84.0
Melviana.,"makannya enak hampir sama kayak penyetan, jadi pingin kesana lagi",65,10,51-100,14.0
Ira Tanti,"sambalnya mantap, ikan goreng dll guriihh, nasinya punel",56,8,51-100,11.2
Musthafa Azzam,"salah satu kuliner legendaris di banyuwangi, sambel tempongnya seger mantep, lauknya juga enak, recommended",107,14,101-200,19.599999999999998
Oki Alex Candra,"makannya enak banget,murah",26,3,0-50,4.199999999999999
Sri Juliati,pedasnyaaa mantappp jiwa. lokasinya di pinggir jalan dan mudah dicari. harganya juga terjangkau.,96,13,51-100,18.2
Deasirina Ariestiati,"rasanya enak, sambalnya mantap, makanan murah meriah dengan porsi yang luar biasa",81,12,51-100,16.799999999999997
Eric Tranggono,"kalau ke banyuwangi nasi tempong merakyat yang murah meriah mampir kesini, harga murah, nasi dan lauknya banyak, puasss, sambal pedas nikmat",140,21,101-200,29.4
Rike Asmara,"murah, pake banget ,,enak pokonya wes legendary deh sambelnya pedes yang masih tolerable heheehhe",97,14,51-100,19.599999999999998
Petra Priana,"mkanannya lumayan lahh, harga pas dikantong, tempatnya sederhana, antriannya lumyan pnjang juga, karyawannya g sabaran, atau mungkin karna antrinya yee saran sie harusnya sedikit sabar lahhh. lumyan lah",202,28,201-300,39.199999999999996
Wahana FM,"buka sampai malam tapi lauk sangat terbatas apabila datang di atas pukul 21.00, kami hanya dapat memilih lauk telur, ayam, dan 1 jenis ikan lupa namanya",152,26,101-200,36.4
Dony Arcapada,makanan khas banyuwangi enak banget lauknya banyak sambelnya maknyussss,71,9,51-100,12.6
Azhar Annas,"oke naise, murah, parkir mudah, nasi khas banyuwangi",52,8,51-100,11.2
Endang Ningsih,"untuk sy yang pertama kali nyobain nasi tempong di banyuwangi kota, rasanya masih belum pas di lidah, tp ruame banget disini",124,21,101-200,29.4
ariefpokto,tempat nasi tempong otentik dengan pilihan lauk yang ok. sambalnya pedas dan segar.,83,13,51-100,18.2
Mr. Supiyanto,sambelnya tempongnya khas legendaris banget pweeeedes poll njan trasa di tempong bibir,86,12,51-100,16.799999999999997
Giana Ang,"warung makan nasi tempong dengan beragam lauk yang komplit macamnya. harga dan rasa merakyat. lokasi strategis, parkir terbatas. untuk rasa sambalnya bagi saya sedikit kemanisan.",178,25,101-200,35.0
Arofi Yanuar Rachman,"sapu bersih, lauk dasar komplit, bisa nambah telor ayam dll, mungkin bisa ditambah menu lauk pilihan babat dan paru",115,19,101-200,26.599999999999998
Mommy Choco,"maknyoooooos, mantaaap yg suka pedaas harga murah bingitttt 10rb bisa sekalian ma minum nya loh, cuma kurang bersih tempatnya.",126,19,101-200,26.599999999999998
m aidan,"enak, murah, dan rasanya tidak dapat dijumpai di tempat lain.",61,10,51-100,14.0
Egar D Resta,"nasi tempong nya enak,recomended buat yang suka makanan pedas banyak pilihan lauk,harga termasuk murah kalau mampir ke banyuwangi harus nyoba makan disini",154,22,101-200,30.799999999999997
Andiuswaw,"sambalnya mantap. localguide bisa dibungkus dan bawa pulang. bermacam-macam lauk lele goreng, tahu, tempe, udang, ikan laut",123,17,101-200,23.799999999999997
Yuda Cimeel (Chan),"enak bangett, yg ke banyuwangi jangan lupa mampir ke sini yaaa ini aku pesen yang original ya, kalo mau tambah lauk bisa banget, ada ayam, ikan dll",147,27,101-200,37.8
Andaru Setiawan,"salah 1 nasi tempong terenak di banyuwangi porsi lumayan banyak, sambelnya enak dan lumayan pedas menu favorit lauk telur crispy",128,20,101-200,28.0
Ade Irwan,"jangan lupa mampir di banyuwangi,makan nasi tempong.lezat dari sumatera barat 2022",82,11,51-100,15.399999999999999
hakam rahmatullah,semula mau ke mbok wah tetapi tersasar kesini. emang mantep bener nasi tempong. makanan khas banyuwangi. ikan lautnya wenak. tempat di sekitaran kota sehingga mufah untuk ditemukan.,181,27,101-200,37.8
Putri Ersun,"ntapz banget rasanya. murah meriah. berdua habis 28 rb. 1 nasi tempong biasa, 1 nasi tempong ayam dan 2 es jeruk pembeli ada terus. ga berhenti2.",145,26,101-200,36.4
Ly,mampir disalah satu kopitiam yang vibesnya lumayan bisa buat nongkrong santai menu favorit ku roti toastnya yang juara crispy outside soft inside perfect pairing sama teh tariknya mie laksanya lumayan buat yang lagi pengen makan kalau nasi lemaknya kurang sih ya overall a nice spot to chill with friends and just relax,319,52,301-500,72.8
wiwin setiabudi,sy suka kopi hitam nya mantap cocok dengan selera saya bbener ga boong aku. suasana nya juga enak. ok pokok nya,111,21,101-200,29.4
FARID BAJURI,"kopitiam terenak sebanyuwangi. harga tiap menunga terjangkau. minumannya enak. makanannya juga enak. penyajiannya juga cepat walaupun sedang dalam keadaan ramai. rekomendasi camilan adalah roti butter, siomay dan pisang goreng",226,29,201-300,40.599999999999994
agung falah,"pelayannya kurang ramah , sofa tempat duduk di dalam ditempati crew sehingga pelanggan enggan mau duduk disana . tempat nya asyik sebenernya , minuman nya semua oke . tapi kemarin pas pesan pisang goreng tepung nya masih belum mateng . semoga kedepan bisa lebih baik lagi",271,46,201-300,64.39999999999999
Aprilia Diliana,cocok buat kumpul kumpul sama temen yang cuap cuap bukan temen yang mau ngobrolin kerjaan. rame banget guys dan sering full. untuk kopinya aku kurang suka dan makanannya menurutku b aja. dengan harga yang relatif lumayan mahal,226,37,201-300,51.8
steven suman,jus jeruk enak. kopi susu mantap. duduk outdoor juga enak.,58,10,51-100,14.0
Bagas Satya,"datang sekitar jam 9 pagi. awal datang, disuguhkan dengan tempat meja dan kursi di area taman yang cukup teduh dan tertata rapi. masuk ke dalam cafe untuk memesan, terlihat bersih dan meja juga tertata rapi. saya memesan roti paratha asin dan teh tarik. -roti paratha asin sangat enak disajikan dengan saus seperti karigulai. rate 4,55 -teh tarik cukup terasa tehnya, terasa creamy. disajikan dengan cup plastik. menurut saya lebih bagus lagi jika disajikan dengan gelas, lebih oke menurut saya. rate 45",503,81,501-1000,113.39999999999999
Sanjivani Bulandari Radji,"suasananya enak dibuat nongkrong sama temen, teh tarik dan es coklatnya enak bangeeeet, mie banglanya juga medok banget, kalo laksa kurang suka. overall recommended dibuat nongkrong sampe tengah malem. hehehe",208,30,201-300,42.0
Aditya Sakti,"interior keren bertema retro menu banyak dan beragam, dari mulai kopi, teh, wedang, makanan berat, camilan semua ada rasa lumayan enak harga terjangkau tempat luas, ada outdoor dan indoor - pelayanan bisa ditingkatkan lagi. pesan nasi lemak harus menunggu 40 menit baru datang",276,43,201-300,60.199999999999996
fiqih ardiansyah,"asik , nyaman dan selalu ramai, langganan anak muda banyuwangi",62,10,51-100,14.0
Lensy Avita,"cocok buat nongkrong sama temen maupun sama pasangan. buat kopi susu o juga lumayan kalo pesen yang less sugar juga lumayan enak juga. oiya jangan lupa pesen french fries nya menurutku enak sih. tempatnya juga cozy, ada indoor maupun outdoor nya. buat nongkrong siang maupun malam juga cocok.",292,48,201-300,67.19999999999999
Ryan,"surya kopitiam, tempat minum kopi kekinian di banyuwangi, tempat nongkrong anak muda, ramai saat malam hari. ada ruangan indoor dan outdoor, menu kopi yang ditawarkan mengikuti menu kopitiam kopitiam di malaysia dan singapore. suasana tempatnya vintage klasik, cocok buat menghabiskan malam bersama teman atau orang yang disenangi.",331,47,301-500,65.8
Lukas Hartanto,"satu lagi cafe yang meramaikan perkulineran di banyuwangi kota. surya kopitiam. letaknya sebelah selatan sego mbok judes. cafe ini sepertinya sama dengan cafe tokokopisumberrejeki . kopinya enak. nyobain siomay juga enak. tentunya bisa sebagai tempat gibah. bisa dicoba suryakopitiam , jl mendut gg 5 no.7 banyuwangi 07.00 sd 22.00",331,49,301-500,68.6
Irnisa Yunus,"suka banget sama tempat ini yg pertama bukanya pagi, jm 7 udah buka jd yg pingin ngopi pagi sarapan bakal cuss lgsg ksini. yg kedua, tempatnya nyaman banget. bakal jd langganan ini bisa² tiap pagi ksini meski sekedar ngopi",222,39,201-300,54.599999999999994
Oke Sip,tempat cocok untuk kumpul kumpul nasi goreng agak asin selera masing masing roti panggang rotinya agak seret lainnya oke dan mantap,131,21,101-200,29.4
mainmakanmengantuk,"untuk kopi susu o terlalu encer menurutku. buat pecinta kopi pasti suka dengan es kosunya karena pahit dan asamnya pas. suasana tempatnya asik, di rumah tua gitu. ada indoor dan outdoor seating-nya. untuk harga masih reasonable, 1 eskosu rp12.000",246,39,201-300,54.599999999999994
CINDY AJI,tempatnya mungil namun bagian outdoor terdapat banyak kursi dan rindang. kebetulan hanya pesan kopi saja yang harganya cukup murah namun sayang sekali pelayanannya cenderung lama mungkin dikarenakan banyaknya pengunjung di akhir pekan.,235,32,201-300,44.8
alan nobita,kopi o dan kopi susu o nya enak. teh tarik dan roti kayanya enak. tp tetap kembali ke selera ya. buka mulai pagi jam 7 pagi bisa buat sarapan dan kopi pagi. kafenya nuansa jadul. bangunan lawas namun sudah di renovasi tanpa mengubah bentuk bangunannya,251,45,201-300,62.99999999999999
Ayu Wulandari,"tempatnya comfy, anak muda banget tapi juga kids friendly. ada ruangan ber-ac, nyaman dipake ngerjain tugas. aksesnya gampang, wifi ada, toilet ada. tempatnya bersih, enak dipake nongkrong agak lama. cuma ruangan indoornya terbatas, jadi kalo hujan suka numpuk jadi satu gitu. but overall, good",294,44,201-300,61.599999999999994
Himatus Syarifah (Sarii Himatus),"harga murah bgt, gak ada pajaknya wkwk cuma saran aja meja kursinya dibanyakin lagi soalnya disini rame terus gapernah sepi",123,20,101-200,28.0
VICKY DANANG HARDIANSYAH,"vibenya paling cozy, siang hari di suguhkan suasana yang teduh karena rindang. kalau malam hari terpantau padat. untuk main dishes noodles full instan. waiters welcome bgt. tapi pernah beberapa kali kesalahan pada pembayaran pada bagian kasir. spot foto keren segala sudut cafe dapet banget sih.",295,45,201-300,62.99999999999999
Lin wenyou,makanan enak cuman sayang sekali pelayanan gak ramah pasang muka bete kalau sudah di perbaiki sama owner nya baru di ganti bintang 5 sukses selalu,146,25,101-200,35.0
yenny hastuti,"coba order roti kaya, teh tarik dan kentang goreng lumayan untuk makanan berat nasi.ready siang untuk nongki2 ok lah harga juga ramah",133,22,101-200,30.799999999999997
Tsamara M,"enak banget kopinya, nyoba kopi butter ekspetasi bakal eneg tapi surprisingly dia nagih, vibesnya juga enak buat nongkrong sore",127,19,101-200,26.599999999999998
Secret Menu,"tempat berkumpul santai di banyuwangi. sangat ramai untuk muda mudi, tidak disarankan membawa mobil karena parkir terbatas.",123,17,101-200,23.799999999999997
ghea mnl,"minuman dtg sgt lama, dluan makanannya sejam nunggu saat ditnya lagi trnyta kopi blm dbuat masih mnunggu proses harusnya terinfo di awal kalau proses untuk menu trsebut brp menit shgga bisa ganti menu lainnya. 3 yg dipsan dtg 2 trnyta masnya lupa ga catat",255,44,201-300,61.599999999999994
Vera Pujias,"tempatnya cozy, ada area indoor dan outdoor, outdoor nya juga adem karena banyak pohon-pohon, makan dan minumannya enak-enak dengan harga yang terjangkau. staff nya juga ramah-ramah",181,26,101-200,36.4
Dean Fathony,"ke sini biasanya buat makan menjelang siang, kopinya enak semua, nasi lemaknya juga enak, tempatnya manteb buat ngadem.",119,18,101-200,25.2
vina aja,tempat yang asik buat nongki ngopi sama temen rame2.,52,9,51-100,12.6
Pinkan Febrian Maharani,"nyobain mie bangla sama teh tariknya, cukup affordable dan rasanya juga enak dan pas. vibes indoornya kerasa bgt jadulnya, unik. kalau dtg malem tempatnya bakalan rame sama anak2 muda bwi recommend",197,31,101-200,43.4
nabella balqis,pagi kesini dulu baru kerja wkwkw sayangnya wedang surya rasa jangan kelor. perlu ditingkatkan min wkwkw,104,16,101-200,22.4
Dwi Yustiadi,"minumannya rasanya dikurangi jadi kurang ada rasa , apa lagi d kasi es pas cair tambah kurang rasanya",101,18,101-200,25.2
asta sasmita,suasana asik. kopi susunya enak recomended cocok buat santai dan nongkrong,74,11,51-100,15.399999999999999
Walces,"enak, suasanan dan tempatnya cukup nyaman untuk nongkrong, best",63,9,51-100,12.6
Dio Meyers,tempat kopi yang ga pernah sepi. memang enak bener kopinya. kalau lagi ke banyuwangi jangan lupa mampir kesini.,111,18,101-200,25.2
Cak Fahmi Tibyan,tempatnya cozy,14,2,0-50,2.8
Restu Aneka Setiansyah,selalu jadi pilihan lokasi ngopi kalau ke banyuwangi,52,8,51-100,11.2
RONY ROSADY,wenak kalau siang hari,22,4,0-50,5.6
Adelita Izza,"roti srikayanya nya oke, tp untuk minum biasa aja, tempatnya okee untuk nongkrong",81,13,51-100,18.2
Dwi Rizki Prasetio,"bagus tempat nya ramee, bnyak anak2 sma dan pegawai negeri",58,10,51-100,14.0
Okta Pindika Dharma,"dengan konsep kedai kopi melayu, saya pesan es kopi susu o, sebenarnya saya nggak begitu suka kopi jenis ini karena manis banget, cm kalau tidak dikasi gula kurang pas rasanya kalau minum kopi susu o, tapi untuk kopi susu o, ini termasuk enak, karena pahit dari kopi yang cukup kuat dipadukan dengan susu, evaporasi dan skm yg pas, selain manis pahit, juga ada gurih yang terasa di kopi ini.",391,69,301-500,96.6
Fajar P Aji,salah satu spot ngopi chill di bwi kota. lokasinya bersebelahan dengan smj di mendut.,85,14,51-100,19.599999999999998
alvianur erfan,rasa dan pelayanan yang sangat baik,35,6,0-50,8.399999999999999
Disa Yulansi,tempatnya seru buat nongkrong. tapi pelayanan agak ngaret,57,8,51-100,11.2
Nabila Fakhrozi,"kedai makanan khas melayu, yang cocok dengan selera indonesia. suasananya cocok untuk bersantai bersama teman, sekedar ingin menyantap kudapan, atau mengerjakan tugas. kebanyakan anak muda, dan pekerja kantoran yang berkunjung. lokasi dekat dengan jalan, bisa bersantai sambil menikmati kendaraan lalu lalang. hanya saja kalau kebagian meja yang alas nya berbatu agak efort ya agar meja tidak bergoyang. overall good. staff ramah, makanan lezat, suasana nyaman.",461,65,301-500,91.0
Amelita Mega Hutari,makanan enak dan harga murah,28,5,0-50,7.0
Annisa fii,"dari segi rasa makanan ratenya 35 bukan yg enakk buanget tp msih pas, cuman klo dr segi harga sedikit pricey dengan porsinya yg g terlalu banyak. kalo dr segi tempat 45 lah cozy n enak buat nongkrong generasi kekenian hehe. minus lumayan banyak pengamen aja huhu.",263,46,201-300,64.39999999999999
Diana Hikmah,"ruameee banget kafenya. es milo, es kopi, teh tarik dan mie bangla nya enak2. cocok buat anak muda nongkrong. kalo kesini sebaiknya naik motor sj krn parkiran terbatas.",168,28,101-200,39.199999999999996
Dimas Sambada,"selalu penasaran dgn tempat ini krn tiap lwt sepulang kerja malam tmptnya selalu ramai, mayoritas usia2 sekolahkuliah. baru bisa nyoba pas sepi tu pagi hari. tenang, jajaran menu standar, harga terjangkau.",205,31,201-300,43.4
dniel,sangat recommended buat orang yg suka dengan makanan ringan tempat parkir tidak terlalu karna dipinggir jalan bisa makan di tempat dan take out pelayanan sangat cepat pelayan ramah snack dan minuman super enakk saya jadi pingin kesana lagi pilihan menu banyak begitu juga dengan minuman,286,45,201-300,62.99999999999999
R E N D,kopi susu cinamonnya enak,25,4,0-50,5.6
Eurike Louise,"stay di bwi seminggu, dan kesini 5 kali dalam seminggu. kopitiam nih bikin aku jadi ngga bisa nyobain tempat lain di bwi. terus sekarang nyesel, kenapa ngga ke kopitiam 7 kali seminggu di sby ngga ada tempat ky gini, dengan harga segini, swedih! jatuh cinta sama lechy tea nya, yg beneran teh, dan dikasi 2 buah lechy! harganya 12k aja! nangisssss di sby mana ada mau buka cabang di sby ngga? joinan yuk?",404,73,301-500,102.19999999999999
Maliq Allataqi S.H.,"untuk kopinya kayanya house blend dan lebih berasa di robustanya, tapi overall jossss buat kopi kaya gitu dengan harga cuman 10k. dan pelayanannya cukup ramah. terimakasih.",172,26,101-200,36.4
sopa soprowi,"rame bgt yg dtg, kayaknya tambah live music tipis enak tuh",58,11,51-100,15.399999999999999
Tgifi Oriole,tempat berkumpul yang enak dan lumayan nyaman. varian makanan harusny lebih banyak pilihan lagi. untuk varian kopi enak dan pas.,128,20,101-200,28.0
nor dwi prast,"minuman tidak lengkap, tempat lumayan sempit kalo pas lagi rame. buat yang doyan nongkrong gaul wajib kesini. tapi kalo mau chill gk rekomen",140,23,101-200,32.199999999999996
Andrie Rosseno,"tempatnya nyaman,hrg relatif",28,3,0-50,4.199999999999999
Bernard Yulius,"tempat kecil dan rame, kopi lumayan tp kurang varian. tempat indoor kecil, outdoor lumayan luas, kalau hujan agak repot krn pasti kehujanan",139,22,101-200,30.799999999999997
yogi yussanto,pas banget buat ngopi sepulang gowes,36,6,0-50,8.399999999999999
Amirah TF Zaen,"comfy vintage place dan ramah dikantong pelajar, sangat recommended, tapi kalau malem selalu rame jadi ati ati ga dapet tempat",126,20,101-200,28.0
Julias Andrianto,"bagus dan enak tempatnya, pagi2 sudah buka. sayang pilihan kopi hanya ada robusta.",82,13,51-100,18.2
Syauqi Hidayat,rame kebetulan saat data minumnya banyak yang kosong.,53,8,51-100,11.2
Dismasukma W,aku knpa ya selalu ke tiam kehabisan kopi sama matcha kata baristanya lagi kosong eh temenku pesen kok ada,106,19,101-200,26.599999999999998
febri ardianto,tempat yang bagus. kopitiam hits bwi,36,6,0-50,8.399999999999999
Muhammad Agita Ferrari,"tempat favorit untuk ngopi sore, tempat duduknya ada yang indoor dan outdoor",76,12,51-100,16.799999999999997
Rian saifudin,"tempat ngopi yg nyaman dan suasa asri, meskipun selalu ramai di tempat ini, dan nggak tau apa yg membuat ramai di sini",118,22,101-200,30.799999999999997
Lia Winarso,"suka kopi nya,tempatnya adem, mas mas pelayannya jga ramah2",59,9,51-100,12.6
NHaz 14,betah banget nongki disini,26,4,0-50,5.6
Kikik Sales Toyota,kopi istimewa butter oke banget,31,5,0-50,7.0
Damar Wuling,kopi butter nya enak,20,4,0-50,5.6
Rifqi Vet,"kopinya mantap, hanya saja kadang kehabisan waktu ingin beli",60,9,51-100,12.6
Dodod Dwi,"menu kopinya agak kurang banyak, tapi tempatnya enak kok",56,9,51-100,12.6
Mas Jenggot,tempatnya anak muda banyuwangi berkumpul rugi klo belum pernah kesini,69,10,51-100,14.0
Jerry Cahyo Setiawan,"harga terjangkau, menu variatif, dan enak.",42,6,0-50,8.399999999999999
Ir. Alfaaa,"pertama di banyuwangi,tetep best coffee cabang dari sumber rejeki!!!",68,9,51-100,12.6
Kacang Merah,nasi lemak kopi o nya recoment tapi nasi gorengnya langu.,57,10,51-100,14.0
Asep Hendriansyah,tempat yg cocok buat ngopi,26,5,0-50,7.0
